Age,Revenu,Genre,IMC,Achats,Score_Credit,Nombre_Enfants,Statut_Marital,Ville,Depenses_Mensuelles,Epargne,Temps_Travail,Satisfaction_Client,Anciennete_Client,Score_Sante
20,139447.0,Homme,27.5,8,404,5,Célibataire,Thiès,,12550.0,44,2,17,55
50,135029.0,Homme,34.4,24,742,4,Divorcé,Thiès,17014.0,22660.0,13,3,11,90
27,91272.0,Femme,31.1,32,348,1,Marié,Dakar,46180.0,31029.0,49,4,15,9
40,52643.0,Homme,31.2,0,827,3,Célibataire,Dakar,66977.0,30268.0,29,1,19,24
67,58950.0,Femme,26.8,5,444,0,Divorcé,Saint-Louis,69534.0,47119.0,50,1,10,44
74,115500.0,Femme,28.7,17,639,1,Divorcé,Kaolack,73209.0,26340.0,10,2,19,96
36,140588.0,Homme,33.9,9,653,5,Divorcé,Saint-Louis,51908.0,4290.0,54,5,13,10
51,30997.0,Femme,35.8,27,374,3,Célibataire,Saint-Louis,60918.0,30138.0,35,3,1,8
68,94751.0,Homme,32.7,10,618,3,Divorcé,Thiès,18219.0,6446.0,43,4,12,6
38,113605.0,Homme,38.2,32,386,3,Marié,Kaolack,17163.0,13432.0,19,4,13,70
31,70533.0,Homme,35.7,0,341,2,Célibataire,Thiès,12470.0,1522.0,32,4,5,33
72,97566.0,Homme,29.5,12,392,2,Célibataire,Dakar,26543.0,33329.0,58,1,11,82
54,123255.0,Homme,32.1,36,806,3,Divorcé,Saint-Louis,29276.0,3540.0,33,3,6,19
60,73005.0,Homme,38.2,19,828,5,Marié,Kaolack,46881.0,12328.0,22,1,3,88
68,58541.0,Femme,30.9,0,564,4,Célibataire,Dakar,88950.0,34247.0,38,2,6,4
57,38387.0,Femme,35.8,2,591,5,Divorcé,Saint-Louis,17749.0,6677.0,55,4,12,92
73,108980.0,Femme,32.5,17,763,2,Marié,Kaolack,34182.0,41616.0,36,3,10,54
54,100457.0,Femme,29.2,40,396,1,Divorcé,Saint-Louis,87450.0,49741.0,40,4,7,90
29,79028.0,Homme,21.8,13,394,2,Divorcé,Kaolack,90543.0,25947.0,52,1,18,88
46,134246.0,Femme,26.2,30,625,4,Célibataire,Saint-Louis,31383.0,45534.0,19,1,1,14
73,70731.0,Femme,39.2,26,373,0,Célibataire,Thiès,88578.0,13520.0,40,1,17,47
20,59638.0,Femme,31.8,16,635,2,Divorcé,Saint-Louis,35412.0,44711.0,48,4,9,3
50,35567.0,Homme,29.5,45,367,5,Célibataire,Saint-Louis,23181.0,22805.0,19,3,5,77
38,72804.0,Femme,38.4,28,376,5,Célibataire,Kaolack,54898.0,30444.0,33,3,3,80
44,123821.0,Homme,30.1,35,507,3,Marié,Kaolack,69630.0,20143.0,42,2,18,20
58,18754.0,Femme,28.6,36,520,3,Marié,Thiès,13405.0,10292.0,23,4,13,79
26,42044.0,Homme,34.2,25,561,3,Divorcé,Kaolack,20862.0,42844.0,44,2,13,89
33,82260.0,Homme,33.1,16,709,0,Divorcé,Saint-Louis,,16017.0,54,2,17,8
62,81912.0,Femme,20.6,21,630,4,Divorcé,Kaolack,38688.0,25323.0,43,2,16,65
27,23706.0,Homme,27.3,24,643,1,Divorcé,Kaolack,58017.0,41423.0,26,2,17,78
24,23894.0,Homme,27.3,1,373,5,Marié,Kaolack,22939.0,41713.0,30,1,17,34
25,98986.0,Femme,25.1,21,553,5,Célibataire,Thiès,49585.0,22320.0,41,2,4,87
73,96942.0,Femme,28.4,4,631,4,Marié,Thiès,32942.0,8774.0,12,3,8,50
59,44725.0,Femme,25.9,3,697,0,Divorcé,Dakar,15272.0,2205.0,24,2,0,77
32,119555.0,Homme,20.8,35,644,3,Divorcé,Thiès,54134.0,12342.0,17,1,3,36
76,24496.0,Homme,25.9,5,754,4,Marié,Thiès,34265.0,4027.0,41,5,6,5
53,71447.0,Homme,,20,414,1,Marié,Thiès,58192.0,16327.0,47,5,10,81
22,116604.0,Femme,29.8,12,612,3,Divorcé,Saint-Louis,38668.0,21200.0,35,5,13,85
61,103199.0,Homme,36.5,36,527,1,Célibataire,Dakar,91560.0,7188.0,39,4,9,81
28,56321.0,Homme,33.4,24,544,2,Divorcé,Saint-Louis,79283.0,2808.0,18,3,18,50
55,70147.0,Homme,24.6,25,825,1,Marié,Thiès,19297.0,13851.0,41,1,7,65
57,106396.0,Homme,18.1,38,827,3,Divorcé,Thiès,74005.0,15354.0,20,5,2,95
24,53787.0,Homme,20.9,19,726,2,Divorcé,Dakar,68434.0,15058.0,31,1,7,16
65,36727.0,Homme,29.1,32,341,3,Célibataire,Dakar,74749.0,14620.0,43,1,17,64
42,110081.0,Homme,21.0,13,764,5,Divorcé,Kaolack,11607.0,31230.0,50,4,4,8
73,137721.0,Femme,29.1,35,577,3,Divorcé,Thiès,69183.0,36681.0,27,5,19,12
17,83056.0,Femme,21.6,16,318,2,Divorcé,Thiès,96994.0,17803.0,28,2,10,99
20,149153.0,Femme,36.4,20,365,1,Marié,Saint-Louis,66305.0,2167.0,27,1,8,57
44,95102.0,Homme,25.5,45,466,5,Marié,Kaolack,37973.0,2144.0,46,5,18,29
52,91865.0,Homme,21.9,15,702,0,Célibataire,Thiès,33117.0,2167.0,27,1,11,30
53,82695.0,Femme,35.5,45,708,0,Divorcé,Saint-Louis,91986.0,42520.0,21,4,4,22
34,132235.0,Homme,24.2,15,411,0,Marié,Dakar,91071.0,42136.0,13,4,15,62
23,123777.0,Femme,18.7,19,573,0,Célibataire,Saint-Louis,17645.0,25844.0,56,2,12,27
63,34033.0,Homme,29.7,28,706,4,Divorcé,Thiès,52238.0,28163.0,52,4,5,58
60,41832.0,Homme,30.0,27,672,0,Célibataire,Saint-Louis,79694.0,22920.0,36,5,15,9
16,130725.0,Femme,33.2,7,338,2,Célibataire,Saint-Louis,51773.0,17550.0,14,4,17,88
37,34873.0,Femme,21.8,23,404,0,Célibataire,Kaolack,26786.0,36343.0,15,2,16,99
67,55372.0,Femme,26.7,2,623,3,Célibataire,Kaolack,50693.0,18254.0,22,3,11,89
32,104464.0,Femme,22.8,24,713,0,Célibataire,Dakar,36578.0,49311.0,32,1,0,25
78,132322.0,Femme,17.9,18,728,1,Célibataire,Kaolack,56408.0,40011.0,51,1,6,76
22,115082.0,Homme,37.0,32,360,2,Célibataire,Saint-Louis,79702.0,20147.0,34,5,13,16
40,20110.0,Homme,33.5,1,606,2,Divorcé,Kaolack,,12926.0,55,2,17,39
60,27087.0,Homme,23.2,14,653,5,Divorcé,Thiès,25076.0,33823.0,13,2,0,67
19,97617.0,Femme,30.4,21,692,4,Célibataire,Saint-Louis,29377.0,49485.0,41,2,19,22
51,115483.0,Femme,20.8,9,503,3,Divorcé,Saint-Louis,19278.0,23991.0,53,1,9,34
21,24596.0,Femme,37.4,17,557,2,Célibataire,Saint-Louis,74808.0,41851.0,24,4,14,74
75,122539.0,Femme,18.8,21,785,1,Divorcé,Thiès,43539.0,27563.0,35,1,10,75
46,33313.0,Femme,16.1,45,816,0,Marié,Saint-Louis,21440.0,30688.0,51,1,3,8
34,128175.0,Femme,28.0,48,745,2,Célibataire,Kaolack,36245.0,29023.0,20,1,14,78
76,129914.0,Homme,30.0,26,479,1,Marié,Thiès,32097.0,34130.0,18,4,15,44
59,38705.0,Homme,29.9,12,641,0,Célibataire,Saint-Louis,83703.0,925.0,20,3,14,36
69,88445.0,Homme,17.3,32,432,4,Célibataire,Kaolack,77092.0,16321.0,11,5,16,68
54,118892.0,Homme,23.5,4,742,2,Marié,Kaolack,11151.0,10769.0,54,3,10,18
42,17023.0,Homme,28.0,25,552,2,Marié,Dakar,31698.0,36748.0,36,3,17,74
25,134654.0,Femme,21.2,12,564,1,Marié,Kaolack,27601.0,40028.0,35,1,15,72
41,95073.0,Femme,36.9,26,392,5,Célibataire,Kaolack,36807.0,16151.0,17,3,14,98
34,107197.0,Femme,18.1,13,710,3,Marié,Dakar,55302.0,10597.0,30,1,10,26
54,79429.0,Femme,27.7,23,437,4,Marié,Dakar,,34187.0,30,1,12,12
77,119195.0,Femme,32.6,2,507,3,Divorcé,Thiès,18039.0,43835.0,17,5,17,56
18,48848.0,Femme,22.3,46,606,2,Divorcé,Kaolack,57427.0,59.0,10,2,7,59
60,42766.0,Homme,31.0,48,565,3,Marié,Thiès,81839.0,35292.0,47,1,8,11
28,83099.0,Femme,35.9,29,617,0,Marié,Thiès,68049.0,20181.0,22,3,10,8
65,84122.0,Femme,20.6,34,412,4,Marié,Saint-Louis,29053.0,27235.0,18,5,16,91
43,63868.0,Femme,38.0,47,677,3,Marié,Thiès,96298.0,28672.0,37,3,0,76
77,134119.0,Femme,29.3,13,753,0,Divorcé,Thiès,99147.0,1578.0,15,2,10,83
73,110286.0,Homme,23.2,11,490,1,Célibataire,Thiès,65413.0,45366.0,56,4,6,76
35,21643.0,Homme,26.3,27,739,3,Marié,Thiès,75958.0,47295.0,32,2,7,26
43,51727.0,Femme,,43,486,4,Marié,Dakar,41275.0,16047.0,57,5,18,89
23,124079.0,Homme,33.4,28,666,0,Divorcé,Kaolack,36597.0,32160.0,45,2,3,62
76,80697.0,Homme,35.1,42,388,3,Marié,Saint-Louis,87521.0,33475.0,26,2,3,92
78,31029.0,Femme,36.0,16,486,1,Marié,Dakar,78908.0,24549.0,18,5,18,28
56,124458.0,Femme,39.7,39,431,3,Divorcé,Saint-Louis,91619.0,5277.0,21,5,8,21
54,125384.0,Femme,35.0,48,675,0,Marié,Saint-Louis,65188.0,1780.0,31,3,16,72
16,83926.0,Femme,30.4,20,398,3,Marié,Dakar,44710.0,46579.0,21,1,17,87
18,70506.0,Femme,,22,333,4,Divorcé,Thiès,85486.0,45913.0,15,4,0,18
28,93229.0,Homme,29.1,19,470,2,Célibataire,Dakar,59050.0,14662.0,53,4,13,37
43,57092.0,Femme,17.0,10,665,0,Marié,Saint-Louis,59249.0,31516.0,18,4,3,94
77,77539.0,Femme,33.9,33,358,0,Marié,Saint-Louis,44247.0,32161.0,46,2,9,38
72,28428.0,Femme,26.7,9,480,0,Célibataire,Thiès,80162.0,44499.0,12,5,13,14
78,72775.0,Homme,16.5,9,318,0,Divorcé,Dakar,36408.0,31886.0,43,5,6,53
75,20469.0,Femme,17.5,42,525,3,Célibataire,Kaolack,86313.0,8800.0,17,5,11,31
64,43854.0,Femme,25.3,5,772,4,Marié,Saint-Louis,80683.0,49460.0,19,1,15,45
40,91256.0,Femme,30.0,35,394,1,Célibataire,Dakar,15443.0,5439.0,56,5,4,60
71,114134.0,Homme,27.1,23,596,4,Divorcé,Thiès,10079.0,4307.0,50,5,10,92
48,147723.0,Femme,30.9,11,474,0,Marié,Thiès,48345.0,2364.0,51,2,3,51
53,99730.0,Femme,27.5,42,521,5,Divorcé,Kaolack,22901.0,16568.0,52,3,12,33
68,42386.0,Femme,31.9,22,353,3,Divorcé,Saint-Louis,77759.0,38092.0,18,4,7,72
21,48787.0,Homme,21.3,26,702,5,Célibataire,Kaolack,52732.0,5483.0,23,2,6,34
73,36621.0,Femme,18.7,44,617,3,Célibataire,Kaolack,89304.0,245.0,46,2,10,69
59,92984.0,Femme,30.3,36,648,0,Divorcé,Kaolack,27507.0,8430.0,36,2,10,36
60,49051.0,Femme,27.6,5,742,3,Divorcé,Kaolack,91785.0,8183.0,50,4,16,77
47,64811.0,Homme,16.6,0,839,0,Marié,Thiès,45391.0,38692.0,41,2,13,60
60,45447.0,Femme,25.1,5,581,4,Divorcé,Saint-Louis,44171.0,30086.0,13,3,1,48
76,143046.0,Femme,18.5,49,659,2,Divorcé,Kaolack,,49671.0,11,5,19,8
62,99045.0,Femme,28.8,21,307,3,Célibataire,Saint-Louis,17485.0,32726.0,42,3,7,18
36,131859.0,Homme,25.5,40,790,0,Divorcé,Thiès,47748.0,13901.0,30,5,1,86
31,18471.0,Homme,30.7,23,640,5,Divorcé,Thiès,13878.0,3907.0,10,5,14,27
69,135312.0,Femme,35.3,24,771,0,Célibataire,Dakar,11949.0,33044.0,53,2,4,79
36,61850.0,Homme,23.2,14,548,5,Marié,Dakar,95380.0,28604.0,20,2,5,25
26,69220.0,Homme,39.1,25,534,3,Célibataire,Saint-Louis,30881.0,37869.0,10,4,16,37
75,108808.0,Homme,28.9,7,382,1,Célibataire,Dakar,61306.0,14537.0,55,1,7,39
52,68072.0,Femme,30.8,23,392,5,Divorcé,Kaolack,97150.0,12501.0,20,3,18,24
51,98820.0,Femme,32.3,47,693,0,Divorcé,Saint-Louis,99364.0,37371.0,16,4,4,98
50,38284.0,Homme,32.0,37,567,3,Marié,Thiès,19958.0,49103.0,11,4,18,68
34,98369.0,Homme,28.3,5,716,0,Divorcé,Thiès,69185.0,46154.0,24,3,13,70
35,40122.0,Homme,26.3,34,828,1,Marié,Kaolack,18697.0,36821.0,17,3,9,22
72,145349.0,Femme,17.3,41,552,2,Marié,Dakar,97160.0,23196.0,56,5,12,88
33,85553.0,Femme,16.5,0,421,1,Marié,Saint-Louis,25493.0,6073.0,35,1,4,64
62,109788.0,Homme,24.6,45,309,4,Marié,Saint-Louis,52801.0,49293.0,49,2,6,21
56,77812.0,Homme,24.0,35,615,3,Divorcé,Kaolack,31199.0,10561.0,51,1,9,63
64,22999.0,Homme,25.3,11,572,1,Célibataire,Dakar,75792.0,18101.0,44,1,10,67
29,37436.0,Homme,19.3,37,605,2,Célibataire,Saint-Louis,,45516.0,55,2,2,57
30,57963.0,Femme,33.7,10,509,0,Divorcé,Kaolack,40493.0,31426.0,50,1,12,27
46,148168.0,Homme,36.6,11,763,3,Divorcé,Saint-Louis,59002.0,29341.0,50,4,1,77
16,123899.0,Femme,38.5,41,715,5,Marié,Thiès,33731.0,7313.0,30,4,3,96
68,,Homme,27.8,49,515,1,Divorcé,Saint-Louis,17076.0,30773.0,47,2,2,67
69,20105.0,Homme,32.8,38,379,2,Célibataire,Saint-Louis,11071.0,28003.0,17,2,14,74
69,132666.0,Homme,36.5,6,779,1,Divorcé,Saint-Louis,77602.0,26420.0,52,3,3,95
18,109848.0,Homme,26.0,10,846,4,Divorcé,Dakar,51410.0,5714.0,41,3,3,3
31,17839.0,Homme,23.4,35,317,3,Marié,Dakar,64327.0,49551.0,17,1,14,0
38,83920.0,Femme,38.5,30,464,0,Marié,Kaolack,71072.0,27139.0,53,1,5,25
72,58619.0,Homme,28.4,32,824,2,Marié,Dakar,51041.0,26098.0,19,2,4,32
26,57821.0,Homme,27.9,12,501,1,Marié,Saint-Louis,63326.0,42294.0,32,1,11,80
27,140736.0,Homme,20.3,17,645,3,Célibataire,Saint-Louis,48549.0,13582.0,13,5,6,26
25,32069.0,Femme,18.6,40,665,1,Divorcé,Dakar,63096.0,43583.0,57,4,2,41
47,22531.0,Femme,36.2,23,747,3,Divorcé,Dakar,65578.0,13760.0,47,1,6,68
31,82155.0,Femme,30.7,8,812,4,Marié,Saint-Louis,56390.0,6255.0,39,1,11,70
23,77424.0,Femme,23.8,30,618,1,Célibataire,Saint-Louis,,16622.0,50,3,14,63
53,60603.0,Homme,20.6,40,516,4,Célibataire,Thiès,53167.0,35983.0,32,5,18,24
27,147503.0,Homme,29.3,9,333,5,Divorcé,Kaolack,64587.0,40309.0,14,1,5,71
39,107573.0,Homme,30.0,1,565,5,Marié,Dakar,71292.0,29715.0,30,4,7,97
43,118302.0,Femme,21.0,37,379,2,Divorcé,Kaolack,85419.0,36415.0,15,1,5,3
68,146234.0,Homme,36.4,14,712,4,Divorcé,Saint-Louis,52139.0,21792.0,58,2,2,11
23,34675.0,Homme,18.0,2,551,3,Célibataire,Kaolack,97753.0,42576.0,26,5,4,57
73,88997.0,Femme,24.5,42,311,2,Célibataire,Dakar,20707.0,22724.0,34,1,8,94
43,22896.0,Femme,32.3,30,700,1,Divorcé,Dakar,23140.0,3652.0,33,5,15,10
51,64733.0,Femme,22.6,5,581,1,Marié,Kaolack,21093.0,26297.0,31,1,15,58
41,56800.0,Homme,35.9,2,411,3,Marié,Dakar,92036.0,32422.0,22,4,8,35
23,111044.0,Homme,33.8,10,677,0,Divorcé,Thiès,82043.0,14028.0,26,4,17,21
73,20347.0,Femme,34.9,14,567,0,Divorcé,Saint-Louis,15830.0,13803.0,23,5,12,64
75,148715.0,Homme,18.9,44,597,1,Marié,Saint-Louis,40608.0,6307.0,43,3,10,49
65,55785.0,Femme,19.4,27,616,3,Marié,Dakar,57287.0,31325.0,35,3,9,3
43,33681.0,Femme,22.9,9,808,0,Marié,Saint-Louis,43427.0,31574.0,28,2,9,99
43,118864.0,Homme,28.4,37,845,4,Divorcé,Thiès,94042.0,19262.0,35,3,5,71
52,62299.0,Femme,34.0,46,664,1,Célibataire,Dakar,38395.0,1535.0,12,5,15,88
56,32073.0,Femme,36.1,49,846,5,Marié,Thiès,27970.0,14932.0,11,3,11,91
51,117304.0,Femme,32.9,49,570,4,Marié,Thiès,80218.0,15749.0,37,2,3,51
79,45682.0,Homme,38.3,6,773,3,Marié,Saint-Louis,86475.0,8727.0,11,1,4,99
42,139302.0,Femme,33.7,14,836,5,Divorcé,Saint-Louis,84362.0,17332.0,31,3,1,99
69,130359.0,Femme,,17,533,4,Célibataire,Kaolack,33371.0,29534.0,16,5,18,42
78,81707.0,Femme,22.4,17,358,0,Célibataire,Thiès,99895.0,10834.0,13,5,0,45
32,80428.0,Femme,32.7,40,550,0,Marié,Saint-Louis,29266.0,20325.0,58,2,3,3
24,65601.0,Femme,20.6,23,385,5,Divorcé,Thiès,29195.0,9213.0,47,2,11,12
48,148611.0,Femme,18.2,1,689,2,Célibataire,Kaolack,37315.0,48205.0,48,4,1,37
68,126487.0,Femme,28.8,39,479,1,Divorcé,Thiès,,1403.0,29,4,11,44
35,43228.0,Homme,,19,448,5,Célibataire,Dakar,85246.0,7506.0,15,4,15,24
28,137788.0,Homme,18.4,33,420,3,Marié,Kaolack,51581.0,29659.0,18,1,1,66
43,112239.0,Femme,35.0,42,555,1,Divorcé,Kaolack,55537.0,7591.0,40,5,16,54
63,41928.0,Homme,,25,608,4,Marié,Thiès,89697.0,12996.0,35,4,1,95
44,33322.0,Homme,27.6,6,358,3,Célibataire,Thiès,85265.0,37828.0,45,5,3,38
28,,Femme,17.4,37,368,3,Célibataire,Saint-Louis,32184.0,47830.0,35,2,5,64
61,77292.0,Homme,20.2,29,745,0,Marié,Dakar,33279.0,34370.0,37,1,6,74
50,44055.0,Femme,33.0,41,687,4,Célibataire,Kaolack,36570.0,13472.0,14,2,14,1
76,57891.0,Femme,33.1,4,385,0,Marié,Kaolack,53030.0,29098.0,19,5,19,68
21,96912.0,Femme,37.6,10,526,0,Marié,Kaolack,72245.0,2196.0,27,4,11,85
33,105536.0,Femme,30.0,0,483,2,Marié,Saint-Louis,65467.0,11091.0,24,2,4,61
66,21304.0,Femme,19.0,33,621,0,Célibataire,Dakar,45133.0,15040.0,42,3,13,45
79,22345.0,Homme,18.9,0,617,1,Divorcé,Kaolack,88731.0,49262.0,14,1,15,76
20,106006.0,Femme,33.3,18,698,3,Marié,Kaolack,53805.0,48784.0,46,5,10,86
62,144350.0,Homme,20.4,1,592,0,Divorcé,Saint-Louis,53998.0,6023.0,49,4,11,30
40,34446.0,Femme,23.9,20,592,5,Célibataire,Thiès,27238.0,20543.0,31,2,18,98
17,17336.0,Femme,27.7,19,784,1,Célibataire,Kaolack,91088.0,28377.0,31,1,16,34
25,77032.0,Femme,16.6,22,746,4,Divorcé,Dakar,78264.0,36635.0,31,4,6,44
71,112852.0,Homme,22.0,20,711,3,Marié,Dakar,58245.0,42337.0,24,2,8,76
45,33474.0,Femme,25.8,23,807,5,Célibataire,Dakar,33557.0,40409.0,26,5,13,53
65,70718.0,Femme,22.7,3,543,5,Marié,Dakar,80474.0,5004.0,54,3,19,70
74,59629.0,Femme,19.3,11,719,4,Marié,Saint-Louis,75667.0,9963.0,37,3,11,68
60,60232.0,Femme,33.5,21,453,5,Divorcé,Kaolack,95513.0,13796.0,31,5,14,28
20,101544.0,Homme,35.5,19,723,1,Célibataire,Saint-Louis,75074.0,40972.0,30,1,11,71
70,65669.0,Femme,22.2,17,572,4,Divorcé,Dakar,68204.0,7077.0,51,5,12,7
71,84184.0,Homme,34.6,0,819,5,Célibataire,Dakar,35575.0,29848.0,26,2,8,53
48,28140.0,Femme,25.3,29,427,4,Divorcé,Dakar,90263.0,12526.0,14,1,6,6
69,141468.0,Homme,28.2,32,672,4,Célibataire,Saint-Louis,86024.0,3261.0,27,3,0,82
16,98457.0,Homme,36.5,23,458,0,Célibataire,Dakar,30069.0,17046.0,26,2,9,22
33,,Femme,34.0,13,475,0,Célibataire,Kaolack,34400.0,13397.0,13,4,5,99
47,126672.0,Femme,35.3,35,510,0,Marié,Dakar,34146.0,25269.0,16,4,14,31
62,83673.0,Homme,19.3,4,746,5,Marié,Kaolack,16846.0,36158.0,34,4,14,61
64,136673.0,Femme,17.7,10,466,3,Divorcé,Kaolack,50352.0,25757.0,46,3,8,44
26,80633.0,Femme,37.4,23,759,1,Divorcé,Dakar,33694.0,15299.0,49,5,12,67
36,111111.0,Femme,25.3,30,656,5,Célibataire,Saint-Louis,31740.0,1902.0,49,1,0,29
41,93258.0,Homme,22.9,12,603,0,Célibataire,Thiès,59438.0,49480.0,52,3,8,38
78,84286.0,Femme,33.4,15,532,4,Marié,Thiès,40996.0,42399.0,18,2,2,4
40,108269.0,Femme,36.1,23,626,5,Marié,Kaolack,73874.0,48330.0,28,2,8,66
37,89071.0,Femme,36.7,12,481,4,Marié,Saint-Louis,69682.0,46308.0,18,4,19,21
74,45651.0,Homme,23.6,23,633,4,Divorcé,Thiès,54200.0,3846.0,32,1,14,27
42,85202.0,Femme,36.5,25,328,4,Marié,Dakar,32970.0,12359.0,40,4,6,21
64,63777.0,Homme,17.0,1,392,2,Divorcé,Dakar,20895.0,49376.0,41,2,3,85
28,82263.0,Femme,17.2,15,629,3,Marié,Kaolack,48071.0,2520.0,40,2,19,97
48,115158.0,Homme,31.0,37,483,1,Marié,Saint-Louis,62268.0,40832.0,26,5,16,28
49,25800.0,Femme,17.5,45,394,1,Célibataire,Saint-Louis,32258.0,20098.0,57,5,3,42
56,52823.0,Femme,23.8,0,652,0,Divorcé,Thiès,98890.0,39451.0,48,5,18,41
50,78878.0,Homme,32.1,48,564,2,Marié,Thiès,67300.0,49962.0,31,4,4,59
78,33708.0,Homme,24.1,10,318,5,Célibataire,Dakar,71915.0,23136.0,44,1,15,76
16,78870.0,Homme,20.3,34,798,5,Divorcé,Kaolack,,35885.0,39,5,2,70
36,24283.0,Femme,22.8,42,438,1,Divorcé,Saint-Louis,85147.0,30720.0,49,3,10,73
63,93707.0,Femme,27.0,28,824,3,Marié,Thiès,86064.0,21157.0,46,5,14,91
70,20774.0,Femme,27.4,36,554,4,Divorcé,Thiès,76535.0,48372.0,35,4,18,67
21,111468.0,Femme,34.8,16,384,0,Célibataire,Kaolack,13760.0,19674.0,15,1,13,58
43,111334.0,Homme,34.0,38,757,3,Célibataire,Kaolack,46884.0,32357.0,43,5,15,95
32,33133.0,Femme,27.0,41,831,1,Divorcé,Dakar,97477.0,12578.0,41,1,5,85
20,15781.0,Femme,36.3,27,391,2,Célibataire,Kaolack,36022.0,2251.0,34,3,4,83
46,129586.0,Femme,18.7,28,368,0,Divorcé,Dakar,64504.0,13513.0,22,2,16,83
20,42624.0,Femme,22.1,42,336,1,Célibataire,Dakar,53130.0,37429.0,47,1,15,5
53,21823.0,Femme,35.9,2,439,5,Divorcé,Kaolack,53881.0,27105.0,47,5,1,72
18,33489.0,Femme,25.1,9,477,0,Divorcé,Kaolack,72399.0,46871.0,11,4,10,27
68,44118.0,Femme,,41,436,1,Divorcé,Kaolack,46451.0,20990.0,14,4,3,76
38,115417.0,Homme,27.2,13,489,5,Célibataire,Kaolack,61413.0,25499.0,20,4,5,30
52,96816.0,Femme,35.0,11,641,5,Divorcé,Kaolack,72278.0,6421.0,20,4,6,38
68,28565.0,Femme,25.7,46,304,4,Divorcé,Dakar,39639.0,24591.0,33,1,16,49
52,106179.0,Femme,26.2,41,556,2,Marié,Thiès,44621.0,26979.0,23,4,7,77
25,38648.0,Femme,25.2,29,542,4,Marié,Saint-Louis,23079.0,20835.0,54,2,0,85
25,56971.0,Homme,33.3,31,714,1,Divorcé,Saint-Louis,16895.0,37693.0,39,3,14,36
34,33658.0,Homme,29.1,31,642,3,Marié,Dakar,62142.0,12202.0,49,1,19,87
32,36253.0,Homme,38.7,41,678,4,Divorcé,Dakar,22552.0,35414.0,56,1,11,71
36,103664.0,Homme,22.0,31,445,3,Marié,Thiès,58821.0,25666.0,53,4,14,14
29,118850.0,Homme,18.4,25,622,5,Célibataire,Kaolack,43630.0,19290.0,44,4,14,50
24,148623.0,Homme,25.4,0,421,1,Célibataire,Dakar,80063.0,18130.0,30,1,8,69
61,86947.0,Femme,,41,551,2,Divorcé,Saint-Louis,22247.0,37077.0,14,4,15,22
16,76001.0,Homme,36.7,1,610,3,Divorcé,Kaolack,27603.0,49600.0,47,4,1,24
66,137775.0,Homme,24.3,16,774,1,Célibataire,Dakar,55564.0,19396.0,11,4,14,94
60,48243.0,Femme,31.7,29,791,3,Célibataire,Kaolack,10527.0,17952.0,49,4,14,45
28,90939.0,Homme,24.4,38,646,4,Marié,Saint-Louis,66521.0,27122.0,46,4,6,92
19,72828.0,Femme,30.8,6,786,1,Divorcé,Kaolack,78458.0,29381.0,58,5,12,22
77,21710.0,Femme,37.2,26,772,4,Célibataire,Dakar,15849.0,45435.0,43,5,16,9
16,52991.0,Homme,21.6,8,681,0,Célibataire,Dakar,60314.0,40078.0,20,5,10,72
64,100445.0,Femme,25.7,21,579,1,Divorcé,Saint-Louis,55724.0,23267.0,45,1,9,76
55,95257.0,Homme,,33,371,3,Marié,Thiès,27230.0,47735.0,20,3,0,31
47,52711.0,Homme,36.8,45,820,0,Marié,Thiès,82495.0,42007.0,18,1,13,50
49,21530.0,Femme,29.6,48,665,4,Marié,Kaolack,52730.0,7088.0,15,5,4,40
43,26116.0,Femme,28.4,0,393,4,Marié,Dakar,95203.0,31818.0,43,1,7,64
46,80794.0,Homme,22.8,8,672,3,Célibataire,Dakar,13323.0,12822.0,56,3,0,64
23,146354.0,Femme,28.4,19,638,0,Divorcé,Saint-Louis,10445.0,36589.0,46,4,6,39
54,147970.0,Femme,,18,736,5,Divorcé,Saint-Louis,92945.0,1436.0,41,2,1,17
41,19135.0,Homme,32.4,35,635,2,Célibataire,Dakar,19963.0,45665.0,21,5,6,35
73,124472.0,Homme,23.0,39,791,3,Célibataire,Saint-Louis,60511.0,27281.0,54,5,6,30
49,140147.0,Femme,20.8,44,339,4,Célibataire,Thiès,25437.0,22481.0,41,3,8,53
69,104087.0,Homme,22.4,3,658,1,Divorcé,Thiès,26855.0,30469.0,26,4,3,62
69,48380.0,Homme,20.1,8,553,0,Divorcé,Kaolack,91947.0,18867.0,13,4,6,0
18,144951.0,Homme,18.3,40,697,5,Divorcé,Saint-Louis,20847.0,40487.0,51,2,19,51
74,32071.0,Homme,26.1,21,469,2,Marié,Kaolack,13236.0,22766.0,42,4,17,99
65,35074.0,Homme,18.7,17,810,1,Célibataire,Saint-Louis,71897.0,29737.0,52,3,12,56
27,82843.0,Homme,20.1,11,559,0,Célibataire,Saint-Louis,23487.0,21213.0,57,4,10,8
16,54901.0,Homme,29.1,41,758,5,Célibataire,Thiès,87384.0,28355.0,52,3,8,85
69,26205.0,Femme,20.0,42,828,3,Divorcé,Dakar,72423.0,22537.0,18,5,13,91
59,139661.0,Homme,17.5,38,640,5,Célibataire,Saint-Louis,23155.0,2794.0,43,5,7,89
20,20906.0,Femme,23.6,8,356,3,Célibataire,Saint-Louis,21255.0,44296.0,48,5,13,73
45,148663.0,Femme,21.3,5,517,0,Marié,Saint-Louis,11979.0,32324.0,39,1,16,55
